Word,V.Mean.Sum,V.SD.Sum,A.Mean.Sum,A.SD.Sum,D.Mean.Sum,D.SD.Sum
alfombra,5,1.45,3.24,2.23,5.68,2.16
alfombras,5.16,2.12,3,2.03,5.56,2.16
alforfón,5.24,1.97,2.7,2.12,6.22,1.7
alga,4.52,2.2,3.9,2.2,5.14,1.93
algarabía,4.3,1.92,4.62,2.11,5.21,2.65
álgebra,5.4,2.28,4.6,2.66,4.54,2.44
algodón,6.05,1.96,2.48,2.11,6.24,2.02
algoritmo,5.3,1.59,3.7,1.87,4.04,2.13
alguacil,3.95,1.54,4.33,2.29,4.86,1.8
alguacil,5.2,0.83,3.1,1.92,5.23,1.66
alguacil,4.44,1.89,4.3,2.62,3.67,2.28
alhelí,5.58,1.64,2.91,2.14,4.04,2.38
aliado,5.95,1.36,3.38,1.94,5.4,2.52
aliado,6.05,2.4,4.8,2.44,6.84,2.12
alianza,6.14,1.77,4.4,2.74,5.78,2.19
alias,5,1.03,4.71,2.05,5.94,2.37
alicates,4.48,1.36,3.55,1.99,5.76,2.43
alienación,2.53,1.17,5.14,1.88,3.33,1.69
aliento,6.61,1.79,2.35,1.9,5.78,2.65
aligerar,6.21,1.81,3.14,1.86,5.45,2.4
alijo,5.24,1.55,4.64,2.4,5.77,2.09
alimentación,6.95,1.8,4.55,2.21,6.79,1.84
alimentador,5.18,1.4,4.22,2.32,4.95,2.09
alimento,7.44,1.29,3.1,2.2,6,2.04
alineación,6,1.48,3.92,2.34,6.32,2.23
alinear,5.95,1.75,3.32,1.91,5.95,1.81
alistarse,4.42,1.54,3.71,2.53,5.58,2.54
aliviar,6.25,1.41,3.45,2.32,5.84,1.64
aliviar,7.25,1.59,3.9,2.31,6.62,2.14
alivio,6.63,1.54,4.42,2.87,5.64,2.31
allanamiento morada,2,1.94,5.68,2.75,2.7,1.94
allegro,5,1.65,3.89,2.95,5.36,2.01
alma,6.61,2.3,4.3,2.56,6.56,2.01
almacén,4.86,1.2,3.26,2.3,5.62,1.83
almacén,4.43,1.62,3.57,1.72,5.06,2.44
almacenamiento,4.95,1.7,3.68,2.42,6.23,2.18
almádena,3.57,1.83,4.43,2.64,4.41,2.24
almanaque,5.55,1.19,3.24,2.05,5.88,2.01
almeja,4.7,1.89,3.36,1.79,5.32,1.77
almenas,3.7,1.49,4.52,2.47,5.14,2.17
almendra,6.05,1.85,2.89,2.13,6.46,1.82
almiar,5.86,1.71,3.58,2.41,5.38,2.42
almidón,4.95,1.99,3.9,1.92,6.52,1.75
almirante,4.8,1.32,4.05,2.44,5.68,2.76
almizcle,4.5,1.82,2.45,1.88,4.56,1.71
almohada,7,1.87,2.9,2.21,6.34,1.9
almohadilla,5.14,1.49,3.96,2.37,5.45,2.4
almuerzo,6.57,1.57,4.09,2.07,5.64,1.73
almuerzo,6.64,1.53,3.57,2.01,6.44,2.19
almuerzo,7.19,1.78,4.12,2.35,5.41,2.13
alojamiento,6.76,1.7,4.72,2.07,6,2.29
alondra,5.19,1.36,3.52,2.11,4.96,1.28
alpino,5.84,0.76,3.52,1.89,5.74,2.4
alquilar,4.41,1.97,4.25,2.75,5.68,2.71
alquiler,4.58,2.17,3.73,2.03,5.14,2.27
alquitrán,3.9,2,3.65,2.18,5.1,2.28
alquitranado,4.68,1.6,3.1,1.89,4.55,2.11
alrededores,6.37,1.38,3.43,2.06,5.7,1.33
alta burguesía,5.45,1.43,2.57,1.86,6.12,1.9
altar,5.59,2.15,4.05,2.62,5.68,2.8
altavoz,5.32,1.21,4.35,2.46,5.47,1.58
altavoz,5,2.07,3.18,2.3,5.26,2.33
alteración,5.05,1.84,4.05,2.35,6.15,2.01
alterar,4.57,1.29,4.17,2.19,5.57,2.38
altercado,3.61,1.64,5.62,2.75,4.4,2.6
alterna,5.37,1.54,4.27,2.14,5.53,2.12
alternas,5.15,0.81,3.48,1.89,5.2,2.31
alternativa,5.33,1.43,3.61,2.74,6.33,2.2
altímetro,4.5,0.96,3.61,2.1,5,2.16
altitud,5.27,1.72,4.15,2.52,5.46,2.28
altivo,4.16,2.14,4.36,2.32,5.09,2.31
alto,5.77,1.77,4.1,2.63,5.76,2.14
alto,5.65,1.76,2.95,2.24,5.85,2.09
alto,6.71,1.93,3.85,2.08,6.47,2.67
altoparlante,4.67,2.06,4.3,2.49,4.62,2.46
altruista,6.84,1.95,3.3,2.27,6.7,2.34
altura,5.83,1.25,3.85,2.06,4.56,2.57
altura,5.65,1.87,4.77,2.52,6.75,1.86
alucinación,3.95,1.57,5.96,2.6,3.36,2.36
aluminio,5.1,1.68,4.05,2.24,6,1.67
alumno,5.53,1.17,3.76,1.95,5.17,2.33
alzheimer,2.26,1.82,4.5,2.35,2,1.68
ama casa,5.42,1.92,3.73,2.12,5.86,1.65
ama llaves,5.32,1.45,3.64,2.24,5.48,1.96
amabilidad,7.65,1.76,3.96,2.65,6.95,2.12
amable,6.7,1.42,2.85,1.63,6.14,2.08
amable,7.42,1.72,3.17,2.01,6.95,2.07
amable,7.78,1.12,3.19,2.02,7.62,1.79
amable,8.26,0.99,5.41,2.72,6.83,2.33
amado,7.38,2.13,4.91,2.76,6.85,2.11
amado,7.65,1.73,5.59,3.08,6.68,1.8
amanecer,6.74,1.84,3.1,2.22,4.98,2.59
amanecer,7.16,1.46,3.95,2.4,5.3,2.24
amanecer,7.35,1.64,4.68,2.88,5.95,2.65
amante,8.05,1.25,7.45,2.04,6.37,2.17
amante,3.86,2.35,5.96,2.33,5.33,2.37
amaretto,6,1.9,4.04,2.4,5.19,2.25
amargo,3.63,2.17,4.64,3.3,4.58,2.36
amargura,3.15,1.6,5.1,2.21,4.62,2.16
amarillo,6.09,1.82,3.83,2.33,6.35,2.66
amarrar,5.5,1.32,3.43,1.8,4.72,1.99
ámbar,6.15,1.79,3.36,1.84,6.21,1.58
ambición,7.28,1.62,4.86,2.38,6.36,2.04
ambicioso,6.33,1.74,5.76,1.81,5.88,2.28
ambient,6.33,1.8,3.2,2.53,4.86,2.41
ambientador,5.71,1.9,4.17,2.52,6.19,1.65
ambiental,5.5,1.34,6.05,2.36,5.68,1.95
ambiente,6.35,1.87,3.85,2.87,5.57,2.27
ambiente,6.7,2.05,3.45,2.21,4.62,1.77
ambiente,5.81,1.6,4.35,2.35,5.29,2.37
ambigua,5.16,1.64,4,2.61,5.12,2.14
ambrosía,5.95,1.94,4.05,2.31,5.67,2.42
ambulancia,3.71,2.11,5.33,2.94,3.29,2.14
amenaza,3.13,1.67,4.89,2.83,4.4,2.53
amenaza,2.63,1.67,6.57,2.44,3.6,2.16
amenazador,3.14,1.2,4.76,2.62,4.15,1.96
amenazar,2.6,1.57,6.05,2.36,3.29,2.31
amigo,7.41,1.37,4.57,2.27,6.24,2.11
amigo,5.91,1.85,3.81,2.14,5.59,1.94
amigo,6.79,2.49,4.29,2.69,6.31,1.79
amino,4.45,1.88,3.83,1.97,5.73,2.29
amistad,7.76,1.64,5.2,2.98,6.95,1.83
amistoso,7.84,0.96,4.27,2.81,7.6,1.62
amnesia,3.43,1.69,5.04,2.48,3.08,2
amnistía,5.38,2.22,3.86,2.33,6,2.32
amoladora,4.77,1.85,5.24,2.62,5.09,2.07
amoníaco,3.74,1.69,3,2.02,3.83,2.19
amonio,4.06,1.63,4.37,2.61,4.84,1.6
amontonar,2.76,1.48,5.25,2.61,4.14,2.15
amor,8,1.39,5.36,3.23,5.92,2.92
amorosa,5.95,1.88,4.21,3.05,6,2.08
amortiguador,5.42,1.35,4.05,1.96,5.43,1.75
amour,6.43,1.89,5.43,2.57,5.91,2.35
ampliación,4.65,1.66,3.86,2.61,5.4,2.2
ampliar,6.39,1.5,3.16,2.01,5.6,1.76
ampliar,5.33,1.98,3.87,2.32,5.89,2.11
ampliar,5.86,1.58,3.62,2.09,6,1.69
amplificador,5.79,1.44,5.05,2.36,5.13,2.24
amplificador,4.52,1.69,3.39,2.13,4.85,2.11
amplio,5.89,2.21,3.28,2.14,6.04,2.18
amplio,4.58,1.46,3.05,2.12,6.2,1.99
amplitud,4.63,1.16,3.61,2.12,5.5,2.37
ampolla,2.87,1.52,4.7,2.7,4.52,2.71
amputación,1.84,1.26,4.86,2.76,2.85,1.98
amputar,2.1,1.45,5.43,2.37,3,2.37
amuck,4,2.08,4.41,2.26,3.74,2.03
amueblar,5.65,1.27,3.86,1.77,6.41,1.89
amuleto,5.75,1.8,3.95,2.29,5.79,1.91
anaconda,4.43,2.66,6,2.13,4.08,2.63
anadeo,4.7,2.13,3.44,1.98,4.42,2.45
anafiláctico,4,1.89,5.57,2.77,4.17,2.01
anagrama,4.37,1.89,3.86,1.96,4.83,1.9
anal,4,2.51,4.29,2.77,4.45,2.56
anales,4.8,0.83,2.6,2.21,4.95,1.17
analfabeto,3.53,1.87,4.42,2.34,3.88,2.46
analgésico,5.43,2.29,3.39,1.95,4.67,2.59
análisis,5.25,1.59,3.74,1.94,5.95,2.27
analista,5,0.79,3.24,2.12,4.76,2.31
analítico,6,1.91,4.13,1.91,6.43,1.77
analizador,4.62,1.56,3.48,2.37,5.88,2.23
analizar,5.65,1.39,4.1,2.17,5.96,2.49
analogía,5.24,2.07,3.95,2.27,5.33,2.12
anarquía,3.68,2,4.86,2.64,3.1,2.34
anarquista,2.76,1.87,4.16,1.97,4.57,2.11
anatomía,6.29,1.01,4.43,2.4,5.95,2.06
ancestral,6.6,1.6,3.6,2.37,5.05,2.18
ancho,5.14,1.8,3.26,2.51,4.23,2.67
ancho,5.43,1.12,3.73,2.35,5.35,1.38
ancho banda,5.32,1.89,3.43,2.42,4.91,2.27
anciano,6.11,1.91,2.5,1.93,4.14,2.4
ancla,5.16,2.17,3.32,2.08,5.29,1.81
anclaje,5.09,1.72,3.82,2.26,5.8,2.38
andamio,4.78,1.59,4.11,2.27,5.24,2.25
andrajoso,3,1.55,3.82,2.38,4.78,2.03
android,5.62,2.33,3.5,2.41,5.75,2.45
anécdota,5.62,1.36,4.65,2.55,6,1.41
anemia,3.05,2.04,4.09,2.39,3.55,2.01
anémica,3.45,1.19,3.45,1.79,3.14,1.62
anestesia,4.84,2.06,3.64,2.06,2.95,2.24
anestésico,5.48,2.27,3.23,1.82,4.72,2.19
anestesiólogo,4.95,2.11,3.56,2.25,3.68,2.42
aneurisma,2.5,1.79,5.38,2.33,2.7,1.94
anexo,4.41,1.05,4,2.49,5.26,1.63
anfibio,5.75,1.71,5.7,1.75,4.85,1.91
anfitrión,5.7,1.42,3.21,2.41,5.75,2.9
anfitriona,6.7,1.63,4.18,2.24,6.4,1.76
ángel,7.71,1.85,4.24,2.85,5.9,2.13
angelical,6.68,2.52,4.27,2.45,6.32,1.45
angina,2.85,1.69,4.72,2.89,4,2.34
angiograma,4.19,1.83,3.61,2.68,4.28,2.44
angora,5.63,2.24,2.95,1.56,5,2.02
Anguila,4.14,1.96,4.79,2.62,4.86,2.48
ángulo,4.55,1.28,3.22,2.24,5.27,1.83
angustia,3.5,1.7,5.76,2.55,3.62,2.31
angustia,3.14,1.77,5.41,2.72,4.27,1.87
angustia,3.25,1.37,4,3.16,3.9,2.2
angustia,3.23,2.07,5.24,2.55,3.32,2.06
angustia,4.94,1.35,4.5,2.35,3.88,1.76
angustiada,2.78,1.46,4.79,2.54,2.88,1.65
angustiada,2.81,1.47,5.64,2.72,3.55,1.64
angustiado,3.38,1.99,6.28,2.11,4.16,2.01
angustioso,3.58,2.17,5.52,2.95,4.5,2.46
angustioso,2.91,2.45,4.86,2.69,3.55,2.2
anhelo,5.52,1.97,4.2,2.42,4.84,2.06
añicos,4.16,1.83,5.14,2.13,5.13,2.32
anillo,7.09,1.48,4.43,2.66,5.44,2.15
animación,6.42,1.12,5.52,2.84,5.16,1.98
animado,6.65,1.79,5.77,2.29,6.71,1.82
animado,7.12,1.36,6.1,2.69,6.86,1.83
animadora,5.79,2.3,5.5,2.5,6,2.07
animadoras,5.7,2.08,4.95,2.55,4.59,2.24
animal,7.06,1.95,4.3,2.7,5.72,2.32
animal peluche,7.21,1.32,2.77,1.9,6.39,2.61
animar,6.1,1.09,5.84,2.83,5.95,2.16
animosidad,3.4,1.88,5.83,2.28,5.04,2.44
aniquilación,2.58,1.87,5.52,2.54,3.2,2.48
aniquilar,3.15,1.73,6.44,2.53,4.62,2.79
aniversario,6.95,2.03,4,2.68,6.86,2.05
ano,2.9,1.62,4.39,2.33,4.96,2.31
año luz,6.24,1.64,4.79,2.74,4.55,2.72
anochecer,5.63,2.09,3.52,2.2,5.27,2.23
anochecer,7.09,1.87,3.1,2,5.22,2.21
anochecer,6.63,1.74,4,2.32,3.8,2.07
anomalía,4.84,1.74,4.25,2.45,4.26,1.57
anonimato,4.81,2.02,3.29,1.82,5.88,2.44
anónimo,5.75,1.65,4.13,2.2,5.48,2.52
anorak,5.84,1.01,2.72,2.19,5.86,1.75
añorar,5.95,1.86,3.73,2.07,5.18,2.2
anoréxica,2.71,2.08,4.24,2.39,3.43,2.48
anormal,3.53,1.22,4.48,2.29,4.7,2.44
anormalidad,3.05,1.81,5,2.62,3.96,2.5
ansiedad,2.38,1.66,4.78,2.89,3.39,1.94
ansioso,3.8,1.42,6.2,2.36,4.15,2.52
ansioso,6.37,1.38,5.78,2.62,6.46,2.21
antagónica,4.32,1.57,4.11,2.52,4.41,2.43
antagonizar,3.15,1.35,4.95,2.11,4,2.65
antebrazo,5.58,0.61,3.75,2.12,6.35,1.85
antemano,6.11,2,4.62,2.54,6.12,2.05
antena,5.43,1.25,3.15,2.11,5.67,2.1
antepasado,6.37,1.16,3.73,2.41,4.81,2.65
antepecho,6.05,1.78,2.5,1.67,5.19,2.32
anterior,4.89,1.82,3.36,2.34,4.64,1.52
anterior,4.74,1.52,3.59,2.09,5.12,2.19
antes mencionado,5.21,1.96,3.5,2.24,4.96,2.25
anti,4.47,1.98,4.23,2.52,5.05,2.54
antiaérea,4.85,2.13,4.6,2.27,4.73,2.19
antibiótico,5.88,1.94,4.05,2.16,5.72,2.37
antibióticos,5.05,1.73,4.05,2.32,5.11,2.41
anticipación,5.26,1.66,5.39,2.55,5.53,2.24
anticipar,6,1.26,5.7,2,5.36,1.81
anticoncepción,6.1,2.1,4.91,2.02,5.25,2.53
anticristo,2.36,1.79,5.58,2.4,4.39,2.66
anticuada,5,1.61,4.95,2.74,4.69,2.11
anticuado,3.63,1.92,3.76,2.19,4,2.31
antídoto,6.55,2.31,3.24,2.05,6.08,2.38
antieconómico,2.85,1.87,3.55,1.99,4,2.74
antigravedad,5.74,1.76,5.1,2.65,3.77,2.09
antigüedad,6.5,1.93,4,2.35,5.79,2.44
antigüedad,5,1.95,3.55,2.02,6.2,2.31
antigüedades,6.63,2.29,3.68,2.71,5.17,1.72
antiguo,7.24,1.18,3.48,1.97,4.86,2.17
antihigiénico,1.79,1.23,4.95,2.19,2.75,1.65
antílopes,5.68,1.46,4.46,2.72,5.57,2.41
antinatural,4.53,1.31,5.52,2.27,3.78,2.11
antipático,2.3,1.87,4.05,2.54,4.45,2.72
antipático,3.35,1.73,4.3,2.32,4.94,2.68
antiséptico,4.57,1.69,3.15,2.03,4.77,2.49
antisocial,3.21,1.62,5.32,2.12,5.33,2.18
antorcha,4.5,1.54,5.12,2.59,5.86,2.01
ántrax,2.32,0.89,4.72,2.47,2.71,1.76
antropología,5.3,1.87,2.91,2.15,6,1.81
antropológico,5.53,1.9,3.82,2.42,5.14,1.88
antropólogo,5.7,1.22,3.27,2.33,5.19,2.63
anual,5.19,1.97,3.7,1.84,4.9,1.83
anual,5.2,1.06,3.05,1.82,5.23,1.34
anuario,6.05,1.93,3.45,2.42,5.1,2.34
anulación,4.05,1.99,4.14,2.34,4.15,2.16
anular,4.33,1.78,3.35,2.62,6,2.4
anunciar,5.52,1.33,3.65,2.66,5.48,2.5
anuncio,4.11,1.45,3.33,2.17,5.18,2.16
anuncio,4.3,1.49,4.14,2.46,5.84,2.22
anuncio,5.81,1.4,4.3,2.81,5.05,2.72
anuncio,5.05,1.63,3.04,2.76,5.4,2.26
aorta,4.35,1.57,3.64,1.59,4.37,2.54
aórtica,4.25,1.37,3.5,2.56,4.58,2.65
apache,5.2,1.51,3.7,2.13,4.95,2.21
apaciguar,5.95,1.15,3.55,2.28,5.59,2.08
apagador,4.3,1.61,3.59,2.04,4.55,2.16
apagalo,2.85,1.14,4.26,2.51,5.14,2.01
apagar,3.92,1.53,3.92,2.36,5.21,2.3
apagar,5.23,1.34,4.26,2.47,5.21,1.84
apagón,3.73,1.93,4.89,2.4,2.76,2
apalancamiento,4.9,1.55,4.08,2.5,5.25,2.47
aparato relojería,5.58,1.71,4.23,2.51,5.48,1.72
aparatos,5.5,1.65,4,2.37,5.14,2.08
apareamiento,5.76,2.28,6.35,2.23,5.67,2.35
aparecerá,5.25,0.64,3.24,2.21,5.36,2.41
aparejo,4.32,1.38,4.52,2.11,5.39,1.9
aparente,4.96,1.46,3.19,2.06,6.4,1.73
aparición,4.85,1.5,4.82,2.13,4.38,2.48
aparición,4.94,1.66,4.1,2,4.7,1.81
apariencia,6.14,1.9,4.57,2.45,5.9,2.59
apariencia,5,1.58,3.83,1.61,5.1,1.8
apartamento,5.72,2.35,3.8,2.76,5.33,2.28
apartamento,4.43,1.21,3.04,1.82,4,2.12
apartamentos,5,1.73,3.28,1.99,5.18,1.98
apasionado,7.17,1.54,6.33,1.96,6.62,2.37
apatía,3.68,1.7,3.8,2.21,5.15,2.48
apático,3.84,1.5,3.33,2.29,4.67,2.15
apego,6,1.38,2.96,2.42,6.32,2.29
apelación,6.3,2.15,3.57,2.13,5.36,2.56
apellido,5.1,1.12,3.68,2.3,5.76,2
apenado,4.81,1.83,4.62,2.46,5.65,2.45
apéndice,4.23,1.34,4.35,2.4,5.32,1.67
apéndice,4.81,1.97,2.92,1.89,4.25,2.38
apendicectomía,2.95,2.15,6.14,2.46,3.59,2.13
apendicitis,1.86,1.35,5.12,2.6,2.71,2.17
aperitivo,7.29,1.76,4.52,2.37,6.36,2.22
apertura,5.95,1.47,4.6,2.64,6.68,2.11
apestoso,3.16,0.9,3.76,1.82,4.29,2.23
apetito,6.23,1.54,5.37,2.39,5.57,2.5
apetitoso,7,1.45,4.82,3,6.18,2.46
ápice,5.52,1.59,3.48,2.29,5.17,2.01
ápice,5.16,1.34,2.76,2,4.55,1.96
Apio,5.71,1.68,2.81,1.57,6.28,1.97
aplanar,5.24,1.84,3.52,2.42,5.53,2.34
aplastado,2.87,1.58,5.07,2.41,4.24,2.85
aplastante,3.67,1.43,5,3.07,4.63,2.06
aplastar,4.72,2.59,5.6,2.41,3.96,1.88
aplastar,4.68,1.46,5.76,2.17,5.77,1.88
aplaudir,6.7,1.17,5.05,1.75,5.91,2.02
aplaudir,6.05,1.75,5.15,2.68,6.19,2.25
aplausos,7.12,1.35,5.38,1.83,6.56,2
aplazamiento,4,1.38,4.36,1.89,5.37,2.36
aplazar,4.5,1.04,2.7,2.03,4.08,1.55
aplicación,5.05,1.43,4.52,1.95,4.3,2.36
aplicar,5.16,1.38,3.24,1.67,6.2,1.96
apocalipsis,3.24,2.34,5.04,2.9,2.65,1.95
apoderado,4.95,1.19,3.2,2.04,4.41,2.06
apodo,6.14,1.2,4.38,2.3,5.7,1.72
apóstol,5.5,2.21,4.38,2.28,4.71,2.26
apoyador,5.42,1.35,4.41,2.74,4.5,2.6
apoyo,5.85,1.35,3.45,2.3,5.85,2.27
apoyo,6.89,2.14,3.05,1.99,6.11,2.42
apoyo,6.95,1.7,3.83,2.81,6.58,2.24
apreciado,2.65,1.46,5,2.62,3.58,1.77
apreciar,7.33,1.53,3.1,2.25,7,1.46
apreciar,6.75,1.65,4.14,1.88,7.32,1.45
aprecio,7.3,1.45,4.68,2.44,6.63,1.67
aprehender,4.14,1.85,5.13,2.28,4.48,2.27
aprehensión,4.15,1.66,4.23,2.58,5.07,2.35
aprender,6.85,1.81,4.8,2.64,7,1.34
aprendiz,5.95,1.32,3.59,1.71,5.05,2.44
aprendiz,6.4,1.98,4.23,2.45,7.14,1.71
aprendiz,5.45,2.06,4.16,2.14,5.38,2.25
aprensivo,3.32,1.49,4.77,2.64,4.64,2.74
aprensivo,3.63,1.46,5.45,1.9,4.47,2.17
apresurado,4.25,1.62,5.35,2.08,4.81,1.72
apretar,3.68,1.45,4.11,2.65,4.53,2.43
apretar,5,1.92,5.68,2.73,6.08,2.23
apretón,5.14,1.28,3.64,2.44,5.59,2.21
apretón,4.85,1.46,3.91,2.52,6,2.27
apretón manos,6.21,1.84,4.32,2.06,6.5,2.04
aprobación,6.75,1.68,3.52,2.77,6.63,2.19
aprobar,7,1.92,4.09,2.29,7.26,1.41
apropiada,6.1,1.94,4.04,2.06,5,2.51
apropiado,5.68,2.14,2.85,2.13,7.15,2.06
aprovechar,3.79,0.98,4.06,2.53,5.18,2.65
aproximada,5.26,1.29,3.82,2.2,4.95,2.32
aptitud,5.95,1.54,4.55,2.42,5.45,2.19
aptitud,6.45,1.74,5.32,2.75,6.96,2.16
apto,5.64,1.53,4.05,2.32,5.95,2.11
apuesta,4.95,2.01,4.76,2.76,5.5,2.48
apuesta,4.68,1.57,4.75,2.17,4.83,1.79
apuesto,6.62,1.77,4.28,2.56,6.05,1.93
apuntalar,5.16,1.46,3.15,2.23,5,2.13
aquelarre,5.43,2.18,4.8,2.46,4.78,2.26
arado,5.09,1.27,4.04,2.25,6.26,1.88
araña,3.35,2.3,6.91,1.93,3.74,2.43
arándano,7.11,2.35,3.23,2.64,5.7,2.29
arándano,6.36,1.99,3.64,1.92,5.74,2.45
arándano,6.48,1.63,3.21,2.36,5.1,2.2
arbitraje,4.09,2,4.41,2.28,4.19,2.23
arbitraria,4.15,1.81,4.55,2.76,4.77,1.86
árbitro,5.35,1.81,3.38,1.69,4.55,1.97
árbitro,5.1,1.17,3.65,2.13,5.09,2.52
árbitro,4.19,1.6,4.57,2.11,4.43,2.66
árbol,7.59,1.69,2.67,2.29,5.62,2.16
árbol genealógico,6.33,1.68,4.09,2.24,5.59,1.97
arboleda,5.26,1.85,3.73,2.1,6.05,2.06
arbusto,4.75,1.97,2.67,1.74,5,1.85
arca,6.15,1.31,3.52,2.18,5.88,2.44
arcade,6.45,1.96,6.1,2.47,6.81,1.79
arcaico,4.5,1.74,4.38,2.11,4.62,2.06
arcángel,7.27,1.78,4.19,2.28,4.79,2.28
arcano,5.25,1.86,3.61,1.92,5.55,1.85
arce,6.09,1.66,3.77,2.07,5.47,2.29
archiduque,4.15,1.53,3.56,2.04,5.73,2.49
archivo,4.81,1.03,4.18,2.13,5.24,2.02
archivo,5.44,1.5,3.4,2.5,4.61,2.25
arcilla,5.45,1.5,3.84,2.19,5.64,2.24
arco,5.8,1.77,3.15,1.93,5.45,1.97
arco,5.46,1.82,3.85,2.39,5.95,2.27
arco iris,7.3,1.97,3.94,2.73,6.11,2.41
ardid,3.76,1.14,3.58,2.39,3.89,2.18
ardiente,4.95,1.56,4.62,2.34,5.32,2.12
ardiente,5.7,1.38,5.64,2.66,5.89,2.19
ardilla,7.33,1.64,3.8,2.02,4.96,1.9
ardilla,5.71,2.31,4.48,2.23,5.62,1.69
área,5.56,1.29,2.19,1.6,5.06,1.76
arena,5.75,1.45,4.23,2.58,6.04,2.31
arena,4.55,1.79,4.22,2.29,6.38,2.18
arena,6.16,1.92,3.43,2.6,4.82,1.91
arena movediza,3.62,1.91,4.42,3.15,3.9,2.47
arenero,5.75,2.12,3.4,2.6,6.1,2.14
arenoso,3.94,2.21,4.36,2.01,4.83,1.97
arenque,4.9,1.81,3.35,2.5,5.18,2.48
arete,6.45,1.54,3.59,2.02,5.71,1.76
aretes,5.32,1.57,4.22,2.58,5.71,2.17
argot,5.25,1.65,4.47,2.5,5.59,2.15
argumentan,3.15,1.53,6.67,2.61,4.77,2.49
argumentativo,3.2,1.79,5.61,2.13,4,2.39
argumento,2.62,1.53,5.22,2.68,5.65,2.64
aristocracia,5.21,2.07,4.15,2.39,5.08,2.47
aristócrata,4.28,1.41,3.6,2.01,4.94,2.82
aristocrático,5.79,2.04,3.18,2.08,4.43,2.11
aritmética,4.95,1.79,4,2.38,5.54,2.57
arma,4.55,1.64,3.67,2.55,4.86,2.34
arma,3.95,2.27,6.27,2.48,4.88,2.71
arma fuego,4,2.39,4.54,2.89,5.89,2.87
arma nuclear,3.67,2.58,5,2.24,3.29,1.82
armada,4.6,1.76,3.29,2.24,5.6,2.4
armado,4.11,1.97,6.3,1.92,5.68,2.71
armadura,6.1,1.51,3.29,2.44,6.3,2.03
armamento,5.05,2.07,4.65,2.53,5.37,1.8
armario,5.1,1.87,3.55,2.35,6.63,2.63
armario,4.79,1.17,3.35,2.4,6.35,2.45
armas,3.71,1.98,6.09,2.33,5.46,2.16
armería,5.25,1.33,4.48,2.32,5.74,2.56
armonía,7.55,1.67,4.33,3.04,5.96,2.49
armonioso,7.7,1.22,4.25,2.92,6.81,1.5
arneses,4.47,1.31,3.89,1.84,4.53,2.6
aro,6.26,1.63,3.15,1.95,5.3,1.92
aroma,7.65,1.35,4.35,2.19,6.06,2.31
arpa,5.4,2.11,3.26,1.81,6.29,2
arpillera,4.64,1.19,3.05,2.28,4.68,2.03
arpón,4.16,1.8,4.67,2.4,5.59,1.73
arqueología,6.1,1.62,3.86,2.56,5.26,2.38
arqueológico,6.05,1.22,4.52,2.14,5.18,2.38
arqueólogo,5.42,1.57,4.14,2.22,5.17,1.85
arquidiócesis,3.95,2.32,3.41,2.67,4.04,2.12
arquitecto,6.21,1.84,3.25,2.12,6.05,2.27
arquitectónico,6.32,2.06,4.05,2.77,5.18,1.91
arquitectura,6.05,1.36,4.39,2.59,5.67,1.97
arrastramiento,4.85,1.84,4.68,2.38,5.77,2.14
arrastrar,3.68,1.73,4.81,1.94,5.52,1.9
arrastrarse,2.95,2.2,4.78,2.26,4.63,2.09
arrastrarse,3.3,1.22,3.65,2.06,3.45,1.9
arrebatar,4.64,2.36,4.77,2.64,5.17,2.27
arrecife,5.63,1.5,3.67,1.94,5.29,1.86
arreglar,6.11,1.68,3.6,2.52,6.72,1.53
arreglar,6.53,1.31,3.76,1.95,5.83,1.67
arreglo,5.71,1.45,3,1.89,5.5,2.67
arrendajo azul,6.64,1.5,3.43,2.27,5,1.95
arrendamiento,4.75,1.25,3.23,1.72,4.63,2.24
arrepentido,3.1,1.33,4.56,2.15,4.09,2.1
arrepentido,4.95,2.15,3.98,2.28,5.13,2.33
arrepentimiento,4.4,1.19,3.88,2.21,4.93,2.36
arrepentimiento,6,1.9,4.04,2.14,5.65,2.19
arrepentirse,4.4,2.48,4.25,2.27,4.41,2.24
arresto,2.33,1.37,6.86,2.24,3.11,2.05
arriesgado,3.85,1.35,5.91,2.35,4.42,2.29
arritmia,3.86,2.32,4.95,2.46,4.25,1.68
arrodillarse,4,1.76,3.18,2.04,4.88,2.13
arrogancia,2.55,1.23,4.65,2.35,5,2.11
arrogante,2.52,1.29,5.15,2.13,4.64,2.54
arrojar,5.68,1.81,4.95,2.68,6.1,2.15
arrojar,3.37,1.34,5,2.1,5.39,2.59
arroyo,7,1.38,3.33,2.54,6.08,2.22
arroyo,6.32,1.6,2.67,1.57,5,2.32
arroz,5.7,1.56,3,2.38,5.5,2.52
arruga,5.58,2.36,4.73,2.62,5.56,2.1
arruga,4,1.86,4.61,2.19,4.29,2.29
arrugado,3.74,1.45,3.8,2.21,5.04,2.5
arrullo,5.9,1.92,4.17,2.81,5.07,2.21
arsenal,4.45,2.2,5.48,2.24,5.25,2.47
arsénico,3,1.82,4.7,1.84,3.46,1.79
arte,6.85,1.89,4.48,2.48,6.02,2.14
arte,6.91,1.77,4.71,2.57,7.43,1.75
artefacto,6.2,1.61,4.95,2.28,5.73,1.82
arteria,4.29,2.28,4.09,2.35,4.78,2.29
